,CustomerID,Age,Gender,Occupation,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,PreferredInvestmentType,IncomeInvested,InvestmentDuration,RiskTolerance,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,Invest_class,Spend_class
51,297,59,F,Engineer,917.1887739,3,523.8459563,232.3813133,344.7466461,Real Estate,0.530339614,Long-term,Low,False,False,True,741,94412.17633,0,1
52,1053,28,F,Teacher,345.0468033,16,319.2234182,257.2576967,273.6733411,Bonds,0.205649818,Long-term,Low,False,True,True,580,24221.88418,2,2
53,2247,36,M,Clerk,258.270399,14,333.7538318,394.3899602,216.9200645,Real Estate,0.224062006,Short-term,High,False,False,False,750,29967.86469,2,2
54,1779,19,M,Nurse,333.9157331,14,271.7457993,258.0768088,226.0133472,Bonds,0.176685764,Long-term,Medium,True,False,True,591,31644.12198,2,2
55,1144,31,M,Teacher,286.6503992,16,309.6294792,255.8735762,267.311384,Bonds,0.176443622,Short-term,Medium,True,True,True,617,34729.46894,2,2
56,439,54,M,Doctor,960.9777563,5,535.6517573,247.5552972,426.7934048,Stocks,0.476175192,Long-term,Medium,False,True,True,674,98881.83819,0,1
57,3575,40,M,Nurse,1050.95228,2,317.0306377,202.3329454,208.6755049,Mutual Funds,0.422606519,Long-term,Low,True,True,True,573,46339.99772,1,0
58,3429,40,M,Clerk,1001.880676,5,259.2791828,253.3242586,202.6578953,Bonds,0.418505317,Long-term,Medium,True,False,True,572,35631.17214,2,2
59,2609,37,F,Teacher,279.7373639,13,282.4576302,532.0816857,216.753937,Stocks,0.175850607,Short-term,Low,True,True,True,749,41882.11372,1,0
60,2540,41,M,Teacher,337.5583159,15,217.0464374,379.0082487,181.7926416,Stocks,0.163880794,Short-term,High,False,False,False,748,35964.29538,2,2
61,2684,32,M,Clerk,417.0906607,15,400.7706434,456.7009846,225.2764512,Real Estate,0.169545915,Short-term,Medium,False,False,True,738,38117.62082,1,0
62,3392,34,M,Nurse,1000.139046,3,336.0750082,180.7782098,189.7741236,Bonds,0.493717374,Long-term,Low,False,False,True,495,36073.94039,2,2
63,1402,27,F,Clerk,277.976724,18,194.2617445,205.155348,173.7772804,Mutual Funds,0.271699893,Long-term,Low,True,False,True,599,30054.77392,2,2
64,3396,34,F,Nurse,956.2559669,5,229.5764341,243.2532551,147.2703224,Mutual Funds,0.380841404,Long-term,Low,True,True,True,470,38610.97974,1,0
65,2240,26,M,Nurse,300.7526474,15,346.7315145,400.6374372,279.3163517,Stocks,0.186967441,Long-term,High,False,True,False,675,30375.55171,2,2
66,1279,32,M,Nurse,341.525107,13,408.3080106,108.6839739,154.3510875,Mutual Funds,0.228132355,Long-term,Low,True,False,False,656,32609.50316,2,2
67,1890,26,F,Nurse,348.3303166,20,328.7871652,279.4979997,206.7351408,Bonds,0.193779797,Long-term,Low,True,True,True,588,34619.15862,2,2
68,1898,31,F,Nurse,290.1072753,14,271.0956097,167.4362204,246.2601649,Mutual Funds,0.163132276,Long-term,Medium,True,True,True,665,34065.45508,2,2
69,3003,36,F,Nurse,1017.211999,4,391.4154707,172.2566109,211.0444922,Bonds,0.329165968,Long-term,Low,True,False,True,521,38301.86142,1,0
70,148,56,M,Doctor,1021.12819,4,521.1019565,186.688685,424.7777494,Stocks,0.538675364,Long-term,Medium,True,True,True,661,101583.9497,0,1
71,650,65,F,Lawyer,946.2364313,3,519.0372974,168.3123496,394.2362268,Real Estate,0.507017301,Short-term,Medium,True,True,True,631,101771.9921,0,1
72,3532,29,F,Teacher,1045.21127,5,359.1497616,255.5960201,141.5905328,Mutual Funds,0.327251041,Short-term,High,True,True,True,560,36154.23771,2,0
73,3629,35,M,Nurse,1018.82413,4,283.2773855,261.2541777,155.5560271,Mutual Funds,0.391238506,Long-term,Low,True,True,True,550,40260.35676,1,0
74,913,60,M,Engineer,1044.298375,5,503.7279805,233.1255262,317.6625101,Real Estate,0.534595912,Short-term,Medium,False,True,False,709,103233.5633,0,1
75,3119,37,M,Clerk,988.0704249,2,276.118215,245.6887556,211.1583075,Bonds,0.39784577,Short-term,High,True,False,True,571,34012.45816,2,2
76,3067,32,F,Teacher,967.0103609,4,265.8274473,198.4432313,224.8862993,Bonds,0.328505091,Short-term,Medium,True,False,True,518,39801.3792,1,0
77,523,61,F,Doctor,986.8275262,5,427.0475552,275.502441,316.2234962,Real Estate,0.503450023,Long-term,Low,False,True,False,644,98604.9876,0,1
78,473,62,M,Lawyer,939.7475863,5,561.2150617,174.971028,424.912411,Real Estate,0.527484108,Short-term,Medium,True,True,True,690,96935.34637,0,1
79,778,65,M,Lawyer,999.4287749,6,514.2359163,211.3708251,316.0845161,Real Estate,0.49415082,Long-term,High,True,True,True,735,104474.6342,0,1
80,1737,35,F,Nurse,331.4517932,15,282.9213106,224.1285945,168.1169567,Mutual Funds,0.134597312,Long-term,Low,True,True,False,726,30824.33729,2,2
81,3837,41,M,Nurse,1018.509646,6,279.2114706,225.2794308,160.5616953,Bonds,0.457193779,Long-term,High,True,True,True,522,43485.49598,1,0
82,3869,28,F,Nurse,1038.406237,6,357.9608368,283.6664486,171.451736,Mutual Funds,0.442544605,Short-term,Low,False,True,True,539,35726.96388,2,2
83,3596,38,F,Clerk,973.9365348,6,314.0660157,189.0535935,326.2955843,Mutual Funds,0.443402236,Short-term,Low,False,True,False,532,48801.11128,1,0
84,3203,32,F,Clerk,1032.497246,2,409.3545462,266.6631488,235.4689785,Mutual Funds,0.29973194,Long-term,Medium,True,False,True,560,35866.67981,2,2
85,3124,29,M,Teacher,1041.789188,7,290.6704959,175.6421554,172.4137742,Mutual Funds,0.458840525,Long-term,Medium,False,True,False,554,44006.37446,1,0
86,3193,32,M,Clerk,1060.639059,2,296.616657,160.0782412,242.651019,Mutual Funds,0.358450504,Short-term,Low,True,False,True,506,43071.10767,1,0
87,3312,41,M,Clerk,1034.408099,7,308.004061,149.2773297,166.3169162,Mutual Funds,0.412777531,Long-term,Low,True,False,True,489,35823.19986,2,2
88,1313,31,F,Clerk,317.7394352,15,274.3144473,210.2688061,160.0440512,Mutual Funds,0.151669847,Long-term,Low,True,False,False,621,24982.80126,2,2
89,2158,36,M,Teacher,318.2839052,12,343.2763613,540.9423928,126.7957239,Real Estate,0.190538676,Short-term,High,False,True,False,791,40456.558,1,0
90,1401,27,M,Teacher,285.381283,13,250.9035246,180.6424188,187.6430406,Bonds,0.212427083,Long-term,Medium,True,True,True,632,30207.76096,2,2
91,1201,24,M,Nurse,318.5890662,15,258.6902595,154.2114231,198.1486731,Bonds,0.179778315,Long-term,Low,False,True,True,560,38688.40359,1,0
92,3503,26,F,Clerk,1024.824688,5,288.9127211,203.6249957,185.2550377,Mutual Funds,0.433733249,Long-term,High,True,False,True,535,39404.19288,1,0
93,2351,30,M,Teacher,380.8462479,13,261.1841697,510.2929153,159.5528753,Real Estate,0.094893692,Short-term,High,False,False,False,875,40330.621,1,0
94,994,53,M,Doctor,989.6386447,7,486.2094314,212.6493717,474.8379273,Real Estate,0.470085327,Long-term,Low,True,True,True,712,100091.6639,0,1
95,2217,28,M,Nurse,297.6957065,16,295.1039928,447.7904557,162.2914992,Real Estate,0.240185492,Short-term,Medium,False,True,False,865,42686.21167,1,0
96,128,61,M,Engineer,1007.241063,8,530.7411213,265.0675385,335.2918046,Stocks,0.466272625,Long-term,Low,True,True,True,764,105768.5702,0,1
97,2583,42,M,Clerk,287.5840985,13,416.7538144,560.7033461,171.1198964,Real Estate,0.297171665,Short-term,High,False,True,True,704,40904.96151,1,0
98,2424,30,F,Clerk,274.4528741,14,362.5789327,501.9543363,211.4531749,Real Estate,0.237263311,Short-term,Medium,False,True,False,727,41927.05217,1,0
99,2342,34,M,Clerk,230.6073585,14,325.5133742,512.7376452,85.27482224,Real Estate,0.249623583,Short-term,High,True,False,False,700,42922.53017,1,0
100,885,53,M,Engineer,973.2670084,7,568.1565063,217.8208222,524.0183531,Stocks,0.401124103,Long-term,Medium,True,True,False,717,96437.67908,0,1
101,2510,37,M,Clerk,273.250905,16,310.5325848,566.1279646,166.8444712,Real Estate,0.138466631,Short-term,High,False,False,True,711,38610.99983,1,0
102,2171,38,M,Clerk,275.6741971,16,309.0704797,519.7919414,218.9749267,Real Estate,0.209451438,Short-term,High,False,False,False,763,39697.06605,1,0
103,1200,22,F,Clerk,263.0558501,16,243.0224615,248.286394,240.0359706,Mutual Funds,0.141600488,Long-term,Low,True,False,True,623,21648.27331,2,2
104,3187,33,F,Teacher,1071.406987,4,392.3881886,200.5585926,204.0268248,Bonds,0.409036278,Short-term,Low,True,False,True,578,46700.68926,1,0
105,465,61,F,Doctor,1011.403423,4,485.4417346,239.8932743,370.457705,Stocks,0.571113258,Long-term,High,True,True,True,665,104896.9782,0,1
106,2493,37,M,Nurse,287.1063708,15,318.0963475,451.361427,359.2416667,Real Estate,0.23874391,Short-term,High,False,False,False,730,41672.1698,1,0
107,1441,29,F,Clerk,269.3637616,16,365.6883927,209.477514,236.8817958,Mutual Funds,0.160076835,Short-term,Low,True,False,True,649,38227.22787,1,0
108,771,50,F,Engineer,992.1792704,4,432.2547299,238.8124333,399.1775662,Real Estate,0.502200584,Long-term,Medium,False,True,True,707,100724.1317,0,1
109,2987,34,M,Nurse,372.8625585,13,387.057704,520.9722412,209.9381731,Stocks,0.221116395,Short-term,High,False,False,True,759,37339.32294,1,0
110,776,64,F,Engineer,925.6741155,3,542.576382,165.3567483,387.647646,Real Estate,0.523268784,Long-term,Medium,True,True,True,744,106562.8405,0,1
111,2960,32,M,Clerk,266.5060498,16,268.630434,472.7447233,241.4954994,Stocks,0.185925712,Short-term,High,True,True,True,725,39798.12569,1,0
112,1477,37,F,Teacher,178.4090158,16,253.6314805,207.8487577,124.2924151,Bonds,0.150728484,Long-term,Low,True,False,True,568,31788.30924,2,2
113,1690,34,M,Clerk,276.7353147,16,268.4141244,251.8107325,241.2958846,Bonds,0.306925561,Short-term,Low,True,False,True,636,33598.73411,2,2
114,11,55,M,Doctor,944.4726525,4,437.8393528,206.5615803,337.1327667,Real Estate,0.52954564,Short-term,Medium,True,True,True,692,92432.1427,0,1
115,3221,44,M,Clerk,1000.039745,2,238.3254077,261.9457562,71.37196623,Mutual Funds,0.394074605,Long-term,High,False,False,True,522,47686.0241,1,0
116,1719,28,F,Nurse,324.3325624,13,274.0144271,246.66383,239.7448264,Mutual Funds,0.270154414,Long-term,Low,False,False,True,593,32752.58539,2,2
117,138,66,M,Lawyer,1003.468776,5,486.471484,222.2137369,405.014192,Real Estate,0.470778765,Long-term,Low,True,True,True,683,95459.05042,0,1
118,2604,34,M,Nurse,362.5301509,13,346.4877667,538.9863831,160.7437505,Stocks,0.171776902,Short-term,High,False,False,False,748,39106.40186,1,0
119,2578,37,F,Teacher,414.27014,12,216.1275404,433.8726086,295.6473351,Stocks,0.161620329,Long-term,High,False,False,False,732,51245.72875,1,0
120,2811,36,F,Teacher,274.1748042,13,299.3805264,510.3204864,256.1129345,Real Estate,0.140449054,Short-term,High,True,False,False,809,43297.35065,1,0
121,3031,28,F,Nurse,982.8293992,1,381.8657062,296.0955067,88.66768404,Mutual Funds,0.358810547,Long-term,High,True,False,True,396,34051.29489,2,2
122,204,62,M,Lawyer,974.2730549,4,461.1501092,216.2881951,408.2531347,Real Estate,0.550236404,Long-term,Low,True,True,True,745,109981.5262,0,1
123,1731,24,M,Teacher,229.4118237,12,237.28565,255.6786138,212.1368868,Mutual Funds,0.185259534,Long-term,High,True,False,True,601,30987.31983,2,2
124,3583,39,M,Clerk,1021.383907,5,342.9462833,124.6786862,182.2920352,Mutual Funds,0.37141973,Short-term,Low,True,False,True,623,45900.24423,1,0
125,2767,26,M,Clerk,238.1879723,13,347.4509683,414.0311842,56.98405523,Stocks,0.288792214,Short-term,Medium,False,True,False,841,48044.82617,1,0
126,3722,39,F,Clerk,946.2449013,4,230.3830696,158.8070595,157.3860836,Mutual Funds,0.41338685,Long-term,Low,True,False,True,540,34737.06972,2,2
127,1638,25,F,Clerk,362.2215191,13,294.4381668,168.2946659,116.928062,Bonds,0.290528701,Long-term,Low,True,True,True,572,28450.13886,2,2
128,1076,32,F,Teacher,345.5436445,14,320.8032725,137.5224543,106.3698604,Mutual Funds,0.235141651,Short-term,Low,True,True,True,529,33836.92955,2,2
129,2198,37,M,Teacher,343.8807273,13,305.8043479,448.1636858,272.5048716,Stocks,0.178448862,Short-term,High,False,False,False,686,36645.11656,1,0
130,2202,42,F,Clerk,317.4294369,12,274.5562132,546.67732,194.6651355,Real Estate,0.178087342,Short-term,High,True,False,False,800,28849.85362,2,2
131,2749,37,F,Teacher,342.3183717,18,299.8919723,435.8024259,188.6294594,Real Estate,0.265094923,Short-term,Low,False,True,False,674,32203.19458,2,2
132,1825,32,F,Clerk,308.1597577,14,329.3607967,239.2572439,193.1459004,Bonds,0.157948883,Long-term,Low,True,False,True,627,35355.42291,2,2
133,1135,31,F,Nurse,345.4328723,14,309.7877787,292.5634734,164.6052396,Bonds,0.160744212,Long-term,Low,True,True,True,647,25089.75673,2,2
134,592,57,M,Lawyer,1032.685368,6,513.6781914,211.6129074,577.2566511,Real Estate,0.556213447,Long-term,Medium,True,False,True,755,97068.77939,0,1
135,321,56,M,Engineer,1033.327782,3,498.3815302,121.5810914,382.2185515,Stocks,0.620778049,Long-term,Medium,True,False,True,828,92689.06598,0,1
136,3718,33,M,Teacher,950.6108787,3,297.7314443,160.9361101,189.4043383,Mutual Funds,0.398272404,Long-term,Low,True,False,True,542,37517.29853,1,0
137,1583,28,F,Nurse,194.2728021,14,305.8382099,221.5743267,223.8213527,Mutual Funds,0.136954028,Long-term,Low,True,True,True,576,40978.27225,1,0
138,264,46,F,Lawyer,893.1929106,4,440.0611583,205.3187736,487.2763385,Real Estate,0.564416017,Long-term,Medium,False,False,True,709,101967.1122,0,1
139,1149,29,F,Teacher,245.113143,17,239.910112,236.8562266,231.2459612,Bonds,0.267741613,Long-term,Medium,False,True,True,567,34910.20172,2,2
140,2956,28,F,Teacher,347.7056598,10,256.1060718,488.5324004,140.3758184,Real Estate,0.198930276,Long-term,High,False,True,False,662,46764.89336,1,0
141,567,59,M,Doctor,994.0389922,2,464.2720696,141.7909191,467.564193,Stocks,0.454828175,Short-term,Medium,True,True,True,678,98533.83776,0,1
142,3095,36,M,Nurse,942.2292987,4,318.5668709,195.5526058,193.6660528,Mutual Funds,0.325778544,Short-term,Low,True,True,True,559,35674.58932,2,2
143,3439,32,M,Nurse,985.9700681,6,259.6207281,228.01709,200.7254207,Bonds,0.350076224,Long-term,Low,False,False,True,534,45445.25306,1,0
144,624,59,M,Lawyer,1016.309443,0,458.1834226,246.3375859,473.1743144,Stocks,0.374447342,Long-term,High,True,True,True,636,94290.66325,0,1
145,3771,34,F,Nurse,971.6389899,7,269.1343327,219.0067489,162.922009,Bonds,0.453666774,Long-term,Low,False,False,True,497,41635.98199,1,0
146,1301,33,M,Nurse,278.5752489,8,312.369433,228.2315676,212.3118573,Bonds,0.238708823,Short-term,Low,True,True,False,623,24847.21973,2,2
147,2981,36,F,Teacher,321.6078136,15,307.9019937,527.7951734,193.3943141,Stocks,0.197703402,Short-term,High,True,True,True,708,40918.98886,1,0
148,283,56,M,Lawyer,911.6965393,6,557.310194,206.6765413,381.6987187,Real Estate,0.441475073,Long-term,High,True,True,True,680,96878.42091,0,1
149,3548,34,F,Teacher,974.4253299,4,299.5637628,261.5010977,187.5762123,Bonds,0.394641537,Long-term,Low,True,False,True,542,37146.28077,1,0
150,2967,33,M,Clerk,238.6016851,11,194.7397946,539.4477415,131.1683023,Real Estate,0.171393426,Long-term,High,True,False,False,735,44730.89892,1,0
151,3911,36,F,Nurse,1012.512696,7,283.1869039,189.1829712,174.4039099,Bonds,0.386630093,Long-term,Low,True,True,True,568,36490.87033,1,0
152,2882,44,F,Teacher,401.1789955,16,276.7314144,498.2944374,205.7263598,Stocks,0.215000839,Short-term,High,False,False,False,775,37060.65287,1,0
153,569,55,F,Lawyer,992.2995105,3,603.4690439,195.5487047,391.884399,Stocks,0.459424638,Long-term,Medium,True,True,True,690,106734.0742,0,1
154,2557,31,M,Clerk,197.0135909,17,304.4637803,518.8584558,182.3053487,Stocks,0.186582286,Short-term,High,False,True,True,773,46922.65765,1,0
155,1353,34,F,Nurse,285.8737624,14,355.9821742,182.2654832,265.1436539,Mutual Funds,0.218377425,Long-term,High,True,False,True,681,34240.75529,2,2
156,3902,41,F,Clerk,982.4775193,9,230.5725384,256.4397211,219.3184287,Mutual Funds,0.480917849,Long-term,Low,True,True,True,481,35057.43607,2,2
157,3963,26,M,Clerk,991.6832297,5,310.8016305,198.2185739,221.8012234,Bonds,0.340716054,Short-term,Low,False,False,True,489,35180.64949,2,2
158,2195,25,F,Teacher,264.8096834,12,330.4130266,421.6881256,143.2860759,Real Estate,0.276505884,Short-term,High,True,False,False,709,41829.9957,1,0
159,209,51,F,Lawyer,1031.297896,6,511.7170637,176.191328,398.3654148,Real Estate,0.596044936,Short-term,Medium,True,True,False,713,97791.96099,0,1
160,3677,30,M,Nurse,1043.489771,2,346.7826466,202.1878584,299.7716815,Mutual Funds,0.492203206,Long-term,Low,False,False,True,563,42079.52021,1,0
161,3708,37,M,Nurse,1083.325778,5,328.8126685,149.9261846,139.642671,Bonds,0.48560019,Long-term,High,True,True,True,575,42610.25677,1,0
162,1786,28,F,Clerk,328.5013477,17,240.6545039,206.907533,168.8892856,Bonds,0.1943532,Long-term,Low,True,False,True,597,28193.02828,2,2
163,1497,31,F,Nurse,342.0139286,17,278.9231032,198.6995477,246.2491493,Mutual Funds,0.106951451,Long-term,High,True,True,True,586,24697.50949,2,2
164,2692,37,M,Nurse,244.2579976,16,230.6934419,464.5892048,270.668335,Stocks,0.204304143,Long-term,High,False,False,False,780,40517.19791,1,0
165,2470,33,M,Clerk,368.8623503,15,199.658245,516.2379635,203.6643,Stocks,0.199085975,Short-term,Low,False,True,False,811,32953.58956,2,2
166,1821,24,F,Clerk,191.562725,17,188.9501537,296.9958368,217.815922,Mutual Funds,0.183405915,Long-term,High,False,True,False,520,35514.84999,2,2
167,1199,33,F,Teacher,356.8154469,17,305.5307388,217.3372143,179.4085961,Mutual Funds,0.195609462,Long-term,High,True,True,True,582,33931.57801,2,2
168,1471,32,M,Teacher,227.8941438,13,269.585869,219.8090724,245.0638569,Mutual Funds,0.238807202,Long-term,Medium,True,True,True,540,21254.33478,2,2
169,2931,33,M,Nurse,216.2098078,15,384.8287118,503.8591606,202.0017048,Real Estate,0.166897351,Short-term,High,True,False,False,729,44163.68383,1,0
170,1771,23,F,Nurse,282.9842728,12,288.9965838,253.4786223,174.2749559,Mutual Funds,0.24070224,Long-term,Low,False,True,True,734,27842.39236,2,2
171,1904,31,M,Teacher,405.433257,13,345.2706121,196.8431458,176.0977363,Mutual Funds,0.336336665,Long-term,Low,True,True,True,648,29240.41383,2,2
172,2265,33,M,Clerk,255.2226692,12,335.1519829,456.9847226,226.0946964,Stocks,0.260347361,Short-term,High,False,True,False,746,35842.23623,2,2
173,1706,38,M,Teacher,285.8342007,17,332.1465511,232.411412,203.6145409,Bonds,0.167935192,Long-term,Low,True,True,True,570,29472.78807,2,2
174,1004,33,F,Clerk,294.2849624,16,343.0780253,189.8297516,170.405667,Mutual Funds,0.263138055,Long-term,Low,False,True,True,551,19597.46077,2,2
175,2859,34,F,Nurse,335.2320366,14,240.4325309,475.1816678,197.6797226,Real Estate,0.216371201,Short-term,Medium,True,False,False,717,42956.97674,1,0
